Brand,Name,City,Region,District,Rating,Review Count,Address,latitude,Longitude,PlaceID
Toyota,تويوتا - شركة دغمل للتجارة المحدودة (طريق الملك عبدالله),Najran,Najran Province,Najran Principality,4,173,"4550 King Abdullah Rd, street، Najran 66261, Saudi Arabia",17.5444643,44.2549095,ChIJjVvE6bbd_hURq-IMKoY_yms
Lexus,مركز صيانة وسمكرة لكزس | Lexus Maintenance and Body center,Al Khobar,Eastern Province,Al Khobar,3.6,685,"King Khalid Rd, Al Thawn, Al Khobar 34632, Saudi Arabia",26.2246334,50.1946591,ChIJDfwW94MCNj4RDcYzgcSoYM4
Lexus,Lexus,Al Khobar,Eastern Province,Dammam Principality,4,688,"King Faisal Ibn Abd Al Aziz, Al Sadafah, Al Khobar 34216, Saudi Arabia",26.3726129,50.2009432,ChIJ0WerCmvvST4RTEwR3D9NcGM
Lexus,Lexus,Riyadh,Riyadh Province,Riyadh Principality,4.1,2443,"Nortern Ring Br Rd, Al Wadi, Riyadh 13313, Saudi Arabia",24.780362,46.6909594,ChIJTRR0OBj9Lj4R0H4Ofo5obWk
Lexus,Lexus Center,Riyadh,Riyadh Province,Riyadh Principality,4.2,497,"Khalid Ibn Al Walid St, Al Hamra, Riyadh 11564, Saudi Arabia",24.771133,46.7559594,ChIJ9Zv84fwBLz4RVe3XYo6s3hw
Lexus,Lexus Center,Riyadh,Riyadh Province,Riyadh Principality,3.6,413,"طريق مكة المكرمة، الملك عبدالله،، الفرعي،، Riyadh 12813, Saudi Arabia",24.69987,46.7398484,ChIJ5Sd_xvoDLz4RKkAX9X-kkJI
Lexus,Lexus Service Center,Riyadh,Riyadh Province,Riyadh Principality,4.2,738,"QMJR+89F, Al Wadi, Riyadh 13313, Saudi Arabia",24.7808191,46.690934,ChIJxWchYRj9Lj4RVy5CWQKx-fQ
Lexus,Lexus Maintenance,Dammam,Eastern Province,Dammam Principality,4.1,431,"طريق الملك فيصل King Faisal Ibn Abd Al Aziz, 2374, Al Sadafah, Dammam 34216, Saudi Arabia",26.372946,50.2024339,ChIJP_JPamvvST4RwNNkOPaNJg0
Lexus,Lexus,Jeddah,Makkah Province,Jeddah,4.2,1713,"Al-Madinah Al-Munawarah Rd, Al Aziziyah District، Jeddah 23333, Saudi Arabia",21.5428996,39.1771408,ChIJfdHvTiDQwxURAaU2SCioJTs
Lexus,Lexus - Abdul Latif Jameel Company,Jeddah,Makkah Province,Jeddah,4.3,399,"3736، 6726 سنان بن ابي سنان، حي المحمدية، Jeddah 23617, Saudi Arabia",21.6494807,39.1136511,ChIJWYSobp3ZwxURaaY_XZVuFtI
Lexus,Lexus,Makkah,Makkah Province,Makkah Principality,4,157,"9Q8X+XRW, Walyal Ahd Dist., Makkah 24353, Saudi Arabia",21.3674801,39.799591,ChIJDxdb7KAawhURplD4Mnl9i4s
Lexus,LEXUS Service Center,Jeddah,Makkah Province,Jeddah,4.4,508,"3179 Al Amal, An Naim District, Jeddah، Al Naeem, Jeddah 23526, Saudi Arabia",21.62677,39.149808,ChIJk7an7QHawxUR6vuwVP0iWVU
Lexus,LEXUS Service Center,Jeddah,Makkah Province,Jeddah,4.3,276,"G5RH+W4Q, Aziziyah, Jeddah 23333, Saudi Arabia",21.5423299,39.1778684,ChIJbypeh8bRwxURbsyFWrBdwKw
Lexus,Lexus Maintenance & Parts,Jeddah,Makkah Province,Jeddah,4.1,38,"9601 Rafi Abu Al Bahi, حي النعيم, Jeddah 23526, Saudi Arabia",21.6264931,39.1494842,ChIJ3z6KiwHawxUR2LK6DftMAao
Kia,Aljabr Kia branch showroom,Dammam,Eastern Province,Dammam Principality,3.8,655,"King Saud St, Badr, Dammam 32266, Saudi Arabia",26.4190806,50.0212702,ChIJp8YU-Ij9ST4Rad1k8r-3bag
Kia,Kia Aljabr Showroom,Dammam,Eastern Province,Dammam Principality,3.8,1301,"Al Khalidiyyah Al Janubiyyah, Dammam 32225, Saudi Arabia",26.3877998,50.1598125,ChIJX7OkphPlST4R23EF-dkBP1s
Kia,Kia Aljabr Showroom - معرض كيا الجبر,Dammam,Eastern Province,Dammam Principality,3.7,62,"King Saud St, Al Amamrah, Dammam 32241, Saudi Arabia",26.4436452,50.1143884,ChIJcURT7HMCNj4RHR1lCrnseqM
Kia,مركز قطع الغيار كيا الجبر - Kia AlJabr Spare Parts Center,Dammam,Eastern Province,Dammam Principality,3.4,293,"King Saud St, Al Muhammadiyah, Dammam 32432, Saudi Arabia",26.4411091,50.0630402,ChIJ6-u0kBb9ST4RsL7XGjyEb8o
Kia,مركز صيانة كيا الجبر - Kia Aljabr Service Center,Dammam,Eastern Province,Dammam Principality,3.9,32,"Badr، 91، Dammam 32266, Saudi Arabia",26.4190837,50.0215355,ChIJxWWRlZD9ST4RC4o8-953ef8
Kia,KIA MOTORS ALJABR,Al Khobar,Eastern Province,Al Khobar,3.6,208,"75MW+VVP Al-Jazeera Building, Custodian of The Two Holy Mosques Rd, Al Aqrabiyah, Al Khobar 34446, Saudi Arabia",26.28483,50.1968879,ChIJoepOki3pST4RGgmkJl-8rOk
Kia,مركز صيانة كيا الجبر - Kia Aljabr Service Center,Dammam,Eastern Province,Dammam Principality,3.4,642,"King Fahd Road, Al Khalidiyyah Al Janubiyyah, Dammam 32225, Saudi Arabia",26.3904417,50.160901,ChIJA3DukBTlST4Rqcjd7QqrP-c
Kia,مركز قطع الغيار كيا الجبر - Kia AlJabr Spare Parts Center,Al Khobar,Eastern Province,Al Khobar,3.6,121,"Makkah Al Mukarramah, Al-Thuqbah, Al Khobar 34625, Saudi Arabia",26.266666,50.1979185,ChIJj6pKJqfCST4RizKCgG7TvNA
Kia,Kia Aljabr Showroom - معرض كيا الجبر,Al Qatif,Eastern Province,Al-Qatif,3.8,367,"Al Quds St, Warehouse Area, Al Qatif 32632, Saudi Arabia",26.5411159,50.0225476,ChIJ7UmXwgsASj4Rufxq__uYiWM
Kia,مركز صيانة كيا الجبر - Kia Aljabr Service Center,Dammam,Eastern Province,Dammam Principality,3.5,916,"Oqbah Ibn Nafe'a St, Al Amamrah, Dammam 32415, Saudi Arabia",26.4434449,50.1145491,ChIJ9VbChZv7ST4RMR6-psKUBI4
Kia,Kia Motors Service Mena,Dammam,Eastern Province,Dammam Principality,3.2,29,"3421 Salman Al Farisi St, King Abdul Aziz Seaport, Dammam 32213, Saudi Arabia",26.4188011,50.1758826,ChIJ_wCz1Kz6ST4Rna9GC8vIPfE
Kia,Kia AlJabr Spare Parts Center,Dammam,Eastern Province,Dammam Principality,3.9,57,"King Fahd Road, Al Khalidiyyah Al Janubiyyah, Dammam 32225, Saudi Arabia",26.3886203,50.1602668,ChIJI6qqdhPlST4R3yanJePwalw
Kia,KIA Aljabr Showroom,Riyadh,Riyadh Province,Riyadh Principality,3.4,684,"Northern Ring Rd, Al Muruj, Riyadh 12284, Saudi Arabia",24.7676764,46.6646505,ChIJQagKac7iLj4RBG4mdkYAZFc
Kia,KIA Aljabr Show Room,Riyadh,Riyadh Province,Riyadh Principality,3.6,1638,"Khurais Rd, Exit 30, Next to Othaim Hyper Market، An Nasim Ash Sharqi, Riyadh 14241, Saudi Arabia",24.7520031,46.82348,ChIJf2Ny94IALz4R_eQIpbKz5vo
Kia,Kia Aljabr Showroom - معرض كيا الجبر,الرياض,منطقة الرياض,امارة منطقة الرياض,3.6,44,"7071, 3672 طريق الثمامة، الربيع، الرياض 13315, Saudi Arabia",24.7870748,46.647139,ChIJ10zOTU3jLj4RoCBLxnS1Ssc
Kia,مركز صيانة كيا الجبر - Kia Aljabr Service Center,Riyadh,Riyadh Province,Riyadh Principality,3,341,"2319 Kharis Branch Rd, An Nasim Ash Sharqi, Riyadh 14241, Saudi Arabia",24.7515566,46.8236766,ChIJQxhG7oIALz4RbbohXCyV_ts
Kia,مركز قطع الغيار كيا الجبر - Kia AlJabr Spare Parts Center,Riyadh,Riyadh Province,Riyadh Principality,3.1,117,"Umm Al Hamam St, Umm Al Hamam Al Gharbi, Riyadh 12326, Saudi Arabia",24.6997344,46.6524461,ChIJS9s2UCAdLz4Rvsp4CiajseI
Kia,مركز قطع الغيار كيا الجبر - Kia AlJabr Spare Parts Center,Riyadh,Riyadh Province,Riyadh Principality,2.6,797,"2319 Kharis Branch Rd, An Nasim Ash Sharqi, Riyadh 14241, Saudi Arabia",24.75159,46.8236516,ChIJ88gp64IALz4R-kiFcmheGsI
Kia,مركز قطع الغيار كيا الجبر - Kia AlJabr Spare Parts Center,Riyadh,Riyadh Province,Riyadh Principality,3.2,333,"شارع النعيرية ، حي الصناعية، Al Sina'iyah, Riyadh 12871, Saudi Arabia",24.6348183,46.743105,ChIJtfCUrOAFLz4Rgl4beXKVkBw
Kia,Kia AlJabr Spare Parts Center,الرياض,منطقة الرياض,امارة منطقة الرياض,3.8,22,"RRNA6863، 6863 أحمد بن محمد السبتي، 3134، حي, القيروان، الرياض 13542, Saudi Arabia",24.8548829,46.5773128,ChIJd7nkcqvnLj4RvXhaoFwY3bc
Kia,NMC Kia - Service and Parts Center الشركة الأهلية للتسويق - مركز الصيانة وقطع الغيار,أبها,منطقة عسير,خميس مشيط,4.6,566,"62454, Al Tahliyah, Khamis Mushait, التحلية، أبها 62454, Saudi Arabia",18.2960545,42.6832995,ChIJZQCNPG5X-xURkP8Az2XPPUw
Geely,Wallan Geely,Al Khobar,Eastern Province,Al Khobar,3.6,517,"954R+85 Al Khobar 6915 King Fahd Road, Al Rakah Al Janubiyah, Al Khobar Al Khobar - Dammam, Al Rakah Al Janubiyah, Al Khobar 34226, Saudi Arabia",26.3556591,50.1900452,ChIJlwT-VY_vST4RPmvEyS3LSGw
Geely,إصلاح الهياكل جيلي الوعلان,Al Khobar,Eastern Province,Al Khobar,2.9,427,"954R+85, King Fahd Road, Al Rakah Al Janubiyah, Al Khobar 34226, Saudi Arabia",26.3558125,50.1904375,ChIJHyb01qnvST4RrCR3em4OCsA
Geely,Wallan Geely Trading Company,Riyadh,Riyadh Province,Riyadh Principality,3.4,1798,"PQCC+HG, 6777 Khurais Br Rd, Ar Rawdah, 3638, Riyadh 13211, Saudi Arabia",24.7214458,46.7712883,ChIJafJNV6IBLz4R_7BH9twIKsk
Geely,جيلي الوعلان الخدمة السريعة,Riyadh,Riyadh Province,Riyadh Principality,4.4,91,"RHYA7618, 2171 Al Adim, 7618، Riyadh 12467, Saudi Arabia",24.7681213,46.6700897,ChIJkSsDQ9njLj4Rd7HkkB_ZDAE
Geely,مركز صيانة جيلي الوعلان,Riyadh,Riyadh Province,Riyadh Principality,3.4,92,"4300، 7542 العطافة، Al Faisaliyyah, Riyadh 12896, Saudi Arabia",24.6400362,46.7970321,ChIJR66SgnYHLz4R00dwgYRP1GE
Geely,جيلي الوعلان الخدمة السريعة,Riyadh,Riyadh Province,Riyadh Principality,3.7,349,"HPH2+F4, Namar, Riyadh 14961, Saudi Arabia",24.578706,46.700199,ChIJ-4i4O6MPLz4RuaruWy8tqpk
Geely,Wallan Geely Service,Khamis Mushait,Aseer Province,Khamis Mushait,3.5,128,"9PP6+HC, King Saud Rd, Khamis Mushait 62486, Saudi Arabia",18.3864721,42.7111484,ChIJx6bAbC1F-xURiG7ziThDVGk
Geely,Geely Wallan Showroom,At Taif,Makkah Province,Al Taif,3.5,79,"7F56+X5, 7531 King Khalid Rd, Alnaseem, At Taif 26518, Saudi Arabia",21.2594266,40.460335,ChIJj8pqWQKJ6RURB57gLY8HrBs
Geely,Geely quick service,Jeddah,Makkah Province,Jeddah,4.4,108,"3051 - حي - 9082، Al-Manar, Jeddah 23463, Saudi Arabia",21.6105326,39.2312242,ChIJ-TByk0bXwxUR9j3OUvx_iZA
Geely,Geely Al Waalan Quick Services Center,جدة,مكة المكرمة,جدة,3.9,147,"الشرفية،، جدة 23216, Saudi Arabia",21.5149931,39.1820731,ChIJsygiRpXPwxUR05aiiu5Sy7g
Ford,Al Jazirah Vehicles شركة توكيلات الجزيرة للسيارات‎,Dhahran,Eastern Province,Dammam Principality,3.8,1896,"8924 King Fahd Road, Al Qashlah, Dhahran 34232, Saudi Arabia",26.3742223,50.1736127,ChIJk7J4q4TlST4Rmx-Eq9sDYdo
Ford,Al Jazirah Vehicles Service Center,Dhahran,Eastern Province,Dammam Principality,3.5,482,"Al Qashlah, Dhahran 34232, Saudi Arabia",26.3732689,50.1732493,ChIJYcFHs4TlST4RrcAaHM7QYHY
Ford,Al Jazirah Vehicles Spare Parts توكيلات الجزيرة قطع الغيار,Dhahran,Eastern Province,Dammam Principality,3.8,129,"4204 King Fahd Road, Al Qashlah, Dhahran 34232, Saudi Arabia",26.3736741,50.172448,ChIJFSqwv4TlST4RBZ7LA16FbqI
Ford,Aljazirah Ford Quick Parts,الدمام,المنطقة الشرقية,الدمام,3.7,221,"6544, الخضرية، الدمام 32435, Saudi Arabia",26.4425065,50.0508028,ChIJB_JpR8_9ST4RNnoyU7iWvRQ
Ford,Al Jazirah Vehicles شركة توكيلات الجزيرة للسيارات‎,Al Hofuf,Eastern Province,Al Ahsa,3.9,297,"Al Khalij Rd, Al Mazrooa, Al Hofuf 36362, Saudi Arabia",25.3445771,49.6134013,ChIJL_nVqxmTNz4RgDh2fQn60ig
Ford,Al Jazirah Vehicles Service Center,Hasa Industrial City,Eastern Province,Al Ahsa,3.6,412,"CF48+HMC, Hasa Industrial City 36456, Saudi Arabia",25.4064491,49.4666438,ChIJ-RJhNg2iNz4Rs2DYYMq3_Q4
Ford,Al Jazirah Vehicles Service Center مركز صيانة توكيلات الجزيرة,Al Hofuf,Eastern Province,Al Ahsa,3.4,67,"7696، المزروع، الهفوف والمبرز 36362 5295،، Al Mazrooa, Al Hofuf 36362, Saudi Arabia",25.3451541,49.6124681,ChIJ8aB_7gCTNz4REipIj5RIzJs
Ford,Al Jazirah Vehicles Service Center مركز صيانة توكيلات الجزيرة‎‎,Riyadh,Riyadh Province,Riyadh Principality,3.8,244,"7918 King Abdul Aziz Branch Rd, King Fahd, 4134, Riyadh 12274, Saudi Arabia",24.7463913,46.6797393,ChIJgz7okgL9Lj4RPnvqESmpboc
Ford,Al Jazirah Used Vehicles شركة توكيلات الجزيرة للسيارات المستعملة,Riyadh,Riyadh Province,Riyadh Principality,3.8,3152,"Khurais Br Rd, خي، Riyadh 13212, Saudi Arabia",24.7327291,46.790232,ChIJ15Fu5x0BLz4RenpxhFEjqzM
Ford,Al-Jazirah Vehicles Spare Parts,الرياض,منطقة الرياض,امارة منطقة الرياض,3.3,741,"6215Khalid Bin Al Waleed St, Opposite, مكتب العمل التأشيرات, الروضة، الرياض 13212, Saudi Arabia",24.7315765,46.7855992,ChIJqSv24x0BLz4R0pekCUkyD_4
Ford,Al Jazirah Vehicles Service Center مركز صيانة توكيلات الجزيرة,Riyadh,Riyadh Province,Riyadh Principality,3.8,799,"Radwa, Qurtubah, Riyadh 13244, Saudi Arabia",24.804151,46.7376104,ChIJ0w-wW839Lj4R6Zl5t8RDeho
Ford,Al Jazirah Vehicles Service Center مركز صيانة توكيلات الجزيرة,Riyadh,Riyadh Province,Riyadh Principality,3.7,613,"Al Madina Al Munawwarah Rd, As Suwaidi Al Gharabi, Riyadh 12978, Saudi Arabia",24.5808598,46.6125073,ChIJmWYXgTgbLz4R7ZjpLqeTV6Q
Ford,Al Jazirah Vehicles Service Center مركز صيانة توكيلات الجزيرة,Riyadh,Riyadh Province,Riyadh Principality,3.5,732,"Near Geant Shopping Centre، Khurais Rd, Al Andalus, Riyadh 13212, Saudi Arabia",24.7333147,46.7894234,ChIJc3B_MvQBLz4RUq0ZR-_ijMY
Ford,Quick Parts Al Jazirah Ford قطع غيار توكيلات الجزيرة‎‎,Riyadh,Riyadh Province,Riyadh Principality,3.3,412,"2649 طريق العروبة، المعذر الشمالي، الرياض 12334 8077، Al Mathar Ash Shamali, Riyadh 11252, Saudi Arabia",24.7067368,46.6605509,ChIJJ7Os8iUdLz4RDyZEaW_ehV8
Ford,Al Jazirah Vehicles Service Center,Riyadh,Riyadh Province,Riyadh Principality,3,63,"6215 Khalid Ibn Al Walid St, 3215, Al Andalus, Riyadh 13212, Saudi Arabia",24.7315996,46.7854996,ChIJPXgcHksBLz4RjDejPzwUIUs
Ford,Quick Parts Al Jazirah Ford‎,Riyadh,Riyadh Province,Riyadh Principality,3.5,351,"2646 Al Jameyya, Al Sina'iyah, Riyadh 12871, Saudi Arabia",24.637804,46.7429891,ChIJKwyZKtwFLz4ROifMPUZL9xI
Mazda,معرض مازدا,Saihat,Eastern Province,Al-Qatif,3.8,681,"Khaleej Rd, Qurtoba, Saihat 32453, Saudi Arabia",26.5043852,50.0372489,ChIJJ29KGsf_ST4RXXr6pThL0Zo
Mazda,مركز صيانة مازدا - Mazda Service Center,سيهات‎,المنطقة الشرقية,القطيف,4.1,84,"2843, G23P+QVH, 8815 Khaleej Rd, قرطبة، سيهات‎ 32453, Saudi Arabia",26.5044375,50.0371875,ChIJab9tbj3_ST4RTKvfMkUS188
Mazda,Mazda showroom,Al Khobar,Eastern Province,Al Khobar,3.5,1289,"7136، 3441 King Faisal Ibn Abd Al Aziz, Al Rakah Al Janubiyah, Al Khobar 34227, Saudi Arabia",26.3478879,50.2094081,ChIJPcfRG8zoST4RaDueL_xMLVA
Mazda,معرض مازدا - Mazda showroom,Dammam,Eastern Province,Dammam Principality,3.4,610,"9198 King Fahd Road, Al Qashlah, Dammam 34232, Saudi Arabia",26.3750547,50.1725848,ChIJmQDZtZzlST4RzowuFoJaXJk
Mazda,معرض مازدا - Mazda showroom,Al Khobar,Eastern Province,Al Khobar,3.2,188,"2961 King Fahd Road, Al Bustan, 7221, Al Khobar 34422, Saudi Arabia",26.3194017,50.209626,ChIJqwL3ePHoST4RRlfLiym-fmo
Mazda,مركز قطع غيار مازدا - Mazda Parts Outlet,Dammam,Eastern Province,Dammam Principality,3.3,230,"C3R5+4W, King Saud St, Al Athir, Dammam 32248, Saudi Arabia",26.4402454,50.0598192,ChIJG7Ocmqb9ST4Rg3cWdETX6II
Mazda,Mazda & Geely Maintenance Center,Al Khobar,Eastern Province,Al Khobar,2.6,139,"86W5+XVP, Al Rakah Al Janubiyah, Al Khobar 34227, Saudi Arabia",26.3474658,50.2096965,ChIJK06d5FHpST4Rwbgu93pUGpc
Mazda,مركز صيانة مازدا- Mazda Service Center,Al Khobar,Eastern Province,Al Khobar,3.3,624,"86W5+XVC, Al Rakah Al Janubiyah, Al Khobar 34227, Saudi Arabia",26.3474375,50.2096875,ChIJz6CcS13pST4RM_0VqswVNeQ
Mazda,مركز قطع غيار مازدا - Mazda Parts Outlet,Al Khobar,Eastern Province,Al Khobar,3.6,210,"86X5+8V, Al Rakah Al Janubiyah, Al Khobar 34227, Saudi Arabia",26.3483125,50.2096875,ChIJtwYQDIHpST4RRUxiRuh6PXI
GAC,GAC Motor - Aljomaih Automotive | الجميح للسيارات - جي أيه سي موتور,Dammam,Eastern Province,Dammam Principality,3.7,1261,"King Fahd Road, Al Khalidiyyah Al Janubiyyah, Dammam 32226, Saudi Arabia",26.3941984,50.1528335,ChIJd4PRID3lST4Rx-1PHzC29PM
GAC,GAC Motor - Aljomaih Automotive,Riyadh,Riyadh Province,Riyadh Principality,3.7,623,"3417 Makkah Al Mukarramah Br Rd, Ar Rabwah, Riyadh 12813, Saudi Arabia",24.6980086,46.7368276,ChIJAYMCFHYDLz4RkFOF7jUglsw
GAC,GAC Services Center,Riyadh,Riyadh Province,Riyadh Principality,2.7,56,"Ar Rayyan, Riyadh 11781, Saudi Arabia",24.7261875,46.7834375,ChIJ3Yv0TSYBLz4Rz8eOxH3pZro
GAC,GAC Motor - Aljomaih Automotive | الجميح للسيارات - جي أيه سي موتور,Jeddah,Makkah Province,Jeddah,3.9,276,"Al-Madinah Al-Munawarah Rd, Al Faisaliyyah, Jeddah 23442, Saudi Arabia",21.5713832,39.1689811,ChIJmXhU9nvRwxURcdCPiFelvKk
GAC,GAC Motor - Aljomaih Automotive | الجميح للسيارات - جي أيه سي موتور,Jeddah,Makkah Province,Jeddah,3.7,850,"Old Mecca Al Moukarramah Rd, Al-Nazlah Al-Sharqiyah, Jeddah 22335, Saudi Arabia",21.477644,39.2207726,ChIJ-dwNBnDPwxURAVKK0hMDl70
GAC,Aljomaih Automotive - GAC Motor Parts Center | الجميح للسيارات - مركز قطع الغيار جي أيه سي موتور,Jeddah,Makkah Province,Jeddah,1,5,"Old Mecca Al Moukarramah Rd, Al-Nazlah Al-Sharqiyah, Jeddah 22335, Saudi Arabia",21.477992,39.220738,ChIJC35oZnnPwxURPs5WltkYi4s
GAC,Aljomaih Automotive - GAC Motor Quick Service Center | الجميح للسيارات - مركز الصيانة السريعة جي أيه سي موتور,جدة,مكة المكرمة,جدة,3.9,36,"Al Amal St, An Naim district, جدة 23526, Saudi Arabia",21.6269538,39.1501848,ChIJVWJayXrbwxURXI32BWnHG6E
GAC,GAC Motor - Aljomaih Automotive | الجميح للسيارات - جي أيه سي موتور,Khamis Mushait,Aseer Province,Khamis Mushait,3.9,32,"King Fahd Rd, Khamis Mushait 62432, Saudi Arabia",18.288937,42.6788591,ChIJk7tBrZxX-xURoYf_BhjFWQU
GMC & Chevrolet,Chevrolet & GMC - Aljomaih Automotive | الجميح للسيارات - شفروليه و جي أم سي,Dammam,Eastern Province,Dammam Principality,3.9,137,"King Khaled St, Muhammed Ibn Saud, Dammam 32241, Saudi Arabia",26.4384128,50.1165025,ChIJF28ifnT7ST4RI3KePF3lEAI
GMC & Chevrolet,Chevrolet & GMC Service Center - Aljomaih Automotive | الجميح للسيارات - شفروليه وجي أم سي مركز الصيانة,Dammam,Eastern Province,Dammam Principality,3.8,501,"King Fahd Road, Al Khalidiyah Ash Shamaliyah, Dammam 32232, Saudi Arabia",26.4088284,50.1379912,ChIJ10YTNhT7ST4R60qLu3MXzjo
GMC & Chevrolet,Chevrolet & GMC Quick Service - Aljomaih Automotive | الجميح للسيارات - شفروليه وجي أم سي مركز الخدمة السريعة,الخبر,المنطقة الشرقية,الخبر,3.9,16,"Ibn Sina, St, Al Thuqbah, الخبر 34627, Saudi Arabia",26.242452,50.1996962,ChIJTRs3wmjDST4Repnmw5RTcFs
GMC & Chevrolet,Aljomaih Automotive Company Ltd.,الدمام,المنطقة الشرقية,الدمام,4.2,94,"King Khalid Rd (Corporate HO), محمد بن سعود، الدمام 32241, Saudi Arabia",26.438247,50.116439,ChIJ7yi4_HX7ST4RXDippfkeCos
GMC & Chevrolet,Chevrolet & GMC - Aljomaih Automotive | الجميح للسيارات - شفروليه و جي أم سي,Dammam,Eastern Province,Dammam Principality,4,419,"King Fahd Road, Al Khalidiyah Ash Shamaliyah, Dammam 32232, Saudi Arabia",26.408484,50.136074,ChIJey2tgSz7ST4RLYL0iZR8lCk
GMC & Chevrolet,Chevrolet & GMC - Aljomaih Automotive | الجميح للسيارات - شفروليه و جي أم سي,Riyadh,Riyadh Province,Riyadh Principality,3.9,490,"Khurais Rd, Ar Rayyan, Riyadh 14212, Saudi Arabia",24.7266107,46.7824418,ChIJJWCuuoABLz4RU9ktL-OPxOs
GMC & Chevrolet,Chevrolet & GMC Service & Parts Center - Aljomaih Automotive,Riyadh,Riyadh Province,Riyadh Principality,3.2,3013,"Khurais Rd, Ar Rayyan, Riyadh 14211, Saudi Arabia",24.7181886,46.7701178,ChIJp3Cm_T4BLz4RSFEwAToNzvs
GMC & Chevrolet,Chevrolet & GMC - Aljomaih Automotive | الجميح للسيارات - شفروليه و جي أم سي,Jeddah,Makkah Province,Jeddah,3.8,1669,"Al-Madinah Al-Munawarah Rd, Al Faisaliyyah, Jeddah 23442, Saudi Arabia",21.570824,39.169117,ChIJ_YW6Om_QwxURkS9wZxAzrQ8
GMC & Chevrolet,Spare Parts Center - Aljomaih Automotive | الجميح للسيارات - مركز قطع غيار,Jeddah,Makkah Province,Jeddah,3.5,291,"Bani Malek, District, Jeddah 23232, Saudi Arabia",21.5279177,39.215274,ChIJbxplWibOwxURUpRPn7WR_vg
GMC & Chevrolet,Universal Motors Agencies Company Ltd.,HUB TOWNS EAST,المنطقة الشرقية,حفر الباطن,3.6,190,"Hafer Al Batin, King Khalid Road, فليج، HUB TOWNS EAST 39922, Saudi Arabia",28.441056,46.013306,ChIJt4NqCnRH1z8RUI70lmGzlko
Cadillac,Cadillac - Aljomaih Automotive | الجميح للسيارات - كاديلاك,Dammam,Eastern Province,Dammam Principality,4.2,78,"King Fahd Road, Al Rakah Ash Shamaliyah, Dammam 34225, Saudi Arabia",26.3657854,50.1839493,ChIJ3UFc65TvST4RWmnotaCrNT0
Cadillac,Cadillac Showroom,Al Khobar,Eastern Province,Dammam Principality,4.8,4,"7991 King Fahd Road, Al Rakah Ash Shamaliyah, Al Khobar 34225, Saudi Arabia",26.3657095,50.1843925,ChIJtff64G7vST4RXFvJNPu-IEg
Cadillac,Cadillac - Aljomaih Automotive | الجميح للسيارات - كاديلاك,Riyadh,Riyadh Province,Riyadh Principality,3.7,2147,"Khurais Rd, Ar Rayyan, Riyadh 14212, Saudi Arabia",24.7270915,46.7833756,ChIJ7bEt4z4BLz4RHHKMO0Sepww
Cadillac,Cadillac Service Center - Aljomaih Automotive | الجميح للسيارات - كاديلاك مركز الصيانة,Jeddah,Makkah Province,Jeddah,3.1,195,"Al-Madinah Al-Munawarah Rd, Aziziyah, Jeddah 23333, Saudi Arabia",21.547324,39.176582,ChIJ-WUAicPPwxURvpP_xJ7J2sI
Cadillac,Cadillac - Aljomaih Automotive | الجميح للسيارات - كاديلاك,Jeddah,Makkah Province,Jeddah,3.7,49,"Al-Madinah Al-Munawarah Rd, Al Faisaliyyah, Jeddah 23442, Saudi Arabia",21.5713319,39.1689011,ChIJRSKur9HRwxUR1wOuy7fxTP8
Cadillac,Cadillac & GAC Motor - Aljomaih Automotive | الجميح للسيارات - كاديلاك و جي أيه سي موتور,Madinah,Al Madinah Province,Madinah Principality,3.7,336,"King Abdul Aziz Rd, Al Khalidiyyah, Madinah 42317, Saudi Arabia",24.4714083,39.6595843,ChIJuSYLfo6VvRURY0eATPgtqXM
Nissan,Petromin Nissan | نيسان بترومين,Dammam,Eastern Province,Dammam Principality,3.8,1375,"C3FV+QWW, King Fahd Road, Al Badiyah, Dammam 32243, Saudi Arabia",26.4244114,50.0948303,ChIJH1_ZjoT8ST4R5vVVLMg3lIw
Nissan,Petromin Nissan | نيسان بترومين,Al Khobar,Eastern Province,Al Khobar,3.8,737,"8488 Custodian of The Two Holy Mosques Rd, Al Khobar Al Janubiyah, Al Khobar 34621, Saudi Arabia",26.2815884,50.2038509,ChIJOwaZWD3oST4REsLgPoAupT4
Nissan,Petromin Nissan Autocare - Dammam,Dammam,Eastern Province,Dammam Principality,4,43,"C3FW+P2F, Al Badiyah, Dammam 32243, Saudi Arabia",26.4243048,50.09504,ChIJJdCfiFf9ST4R54muGTIuevc
Nissan,Petromin Nissan | نيسان بترومين,Al Mubarraz,Eastern Province,Al Ahsa,3.6,500,"الهفوف, Alhazm Al Junubi, Al Mubarraz 36341, Saudi Arabia",25.4105282,49.5751687,ChIJd_O7FEmWNz4Rh-VX6B0SI2I
Nissan,Petromin Nissan,الرياض,منطقة الرياض,امارة منطقة الرياض,3.9,143,"Khurais Road, الربوة، Exit 13, الرياض 12813, Saudi Arabia",24.7031743,46.7447223,ChIJd9qXVxMDLz4RS4O3KIazMqc
Nissan,Petromin Nissan | نيسان بترومين,Riyadh,Riyadh Province,Riyadh Principality,3.5,993,"8262 Eastern Ring Branch Rd, Al Safa, Riyadh 12853, Saudi Arabia",24.6743726,46.7783904,ChIJBdfp7foGLz4RpHy-bxiv9nQ
